time,temp,dwpt,rhum,prcp,snow,wdir,wspd,wpgt,pres,tsun,coco
2018-09-11 03:00:00,27.0,22.2,75.0,,,160.0,3.6,,1012.9,,
2018-09-11 12:00:00,29.0,19.6,57.0,,,360.0,3.6,,1008.7,,
2018-09-12 03:00:00,23.0,20.9,88.0,,,250.0,3.6,,1013.5,,
2018-09-12 12:00:00,29.4,21.1,61.0,,,230.0,3.6,,1007.2,,
2018-09-13 03:00:00,24.8,20.1,75.0,,,340.0,3.6,,1010.9,,
2018-09-14 03:00:00,25.2,19.1,69.0,,,340.0,3.6,,1010.6,,
2018-09-15 03:00:00,27.0,20.8,69.0,,,50.0,3.6,,1011.7,,
2018-09-16 03:00:00,26.2,20.5,71.0,,,340.0,3.6,,1010.8,,
2018-09-18 03:00:00,23.0,21.3,90.0,,,340.0,3.6,,1009.6,,
2018-09-18 12:00:00,28.2,22.0,69.0,,,20.0,3.6,,1005.0,,
2018-09-19 03:00:00,24.2,20.7,81.0,,,290.0,3.6,,1009.1,,
2018-09-20 03:00:00,23.6,20.3,82.0,,,340.0,3.6,,1007.6,,
2018-09-20 12:00:00,28.0,22.0,70.0,,,340.0,3.6,,1003.0,,
2018-09-24 12:00:00,28.2,21.2,66.0,,,160.0,3.6,,1009.1,,
2018-09-25 03:00:00,27.0,21.5,72.0,,,20.0,3.6,,1006.3,,
2018-09-26 03:00:00,26.4,22.0,77.0,,,290.0,3.6,,1006.1,,
2018-09-27 03:00:00,24.0,22.3,90.0,,,230.0,3.6,,1006.9,,
2018-09-28 03:00:00,27.2,22.4,75.0,,,50.0,3.6,,1005.9,,
2018-09-28 12:00:00,23.8,20.7,83.0,,,140.0,3.6,,1009.4,,
2018-09-29 03:00:00,26.4,23.1,82.0,,,90.0,3.6,,1006.3,,
2018-10-02 03:00:00,27.0,24.3,85.0,,,180.0,7.6,,1008.6,,
2018-10-03 03:00:00,26.6,22.7,79.0,,,110.0,3.6,,1006.5,,
2018-10-04 03:00:00,27.0,23.3,80.0,,,160.0,3.6,,1006.5,,
2018-10-05 03:00:00,26.8,21.1,71.0,,,140.0,3.6,,1014.1,,
2018-10-06 03:00:00,26.6,17.7,58.0,,,50.0,3.6,,1014.1,,
2018-10-07 03:00:00,26.8,21.3,72.0,,,50.0,3.6,,1012.5,,
2018-10-09 03:00:00,27.6,16.9,52.0,,,20.0,3.6,,1011.7,,
2018-10-10 03:00:00,24.6,19.4,73.0,,,180.0,3.6,,1010.9,,
2018-10-10 12:00:00,29.6,14.2,39.0,,,70.0,3.6,,1005.7,,
2018-10-11 03:00:00,25.2,13.1,47.0,,,340.0,3.6,,1010.0,,
2018-10-11 12:00:00,29.2,15.3,43.0,,,360.0,3.6,,1005.5,,
2018-10-12 03:00:00,25.4,16.0,56.0,,,50.0,3.6,,1010.8,,
2018-10-12 12:00:00,29.6,14.6,40.0,,,20.0,3.6,,1006.3,,
2018-10-13 12:00:00,30.0,16.8,45.0,,,20.0,3.6,,1009.0,,
2018-10-14 03:00:00,26.6,19.5,65.0,,,140.0,3.6,,1013.7,,
2018-10-14 12:00:00,29.4,17.6,49.0,,,70.0,3.6,,1009.8,,
2018-10-15 03:00:00,27.4,21.0,68.0,,,140.0,3.6,,1013.8,,
2018-10-16 03:00:00,25.8,22.1,80.0,,,140.0,3.6,,1013.2,,
2018-10-16 12:00:00,27.8,20.1,63.0,,,50.0,3.6,,1011.1,,
2018-10-17 03:00:00,21.4,20.6,95.0,,,180.0,3.6,,1015.2,,
2018-10-20 03:00:00,27.6,18.3,57.0,,,110.0,3.6,,1015.0,,
2018-10-20 12:00:00,30.2,18.3,49.0,,,50.0,3.6,,1010.9,,
2018-10-21 03:00:00,27.0,18.8,61.0,,,160.0,3.6,,1015.7,,
2018-10-21 12:00:00,30.4,19.1,51.0,,,90.0,3.6,,1011.5,,
2018-10-22 03:00:00,27.0,17.5,56.0,,,180.0,3.6,,1015.7,,
2018-10-22 12:00:00,29.4,17.6,49.0,,,50.0,3.6,,1010.6,,
2018-10-24 03:00:00,22.8,20.7,88.0,,,180.0,3.6,,1015.7,,
2018-10-25 03:00:00,25.8,19.0,66.0,,,50.0,3.6,,1016.5,,
2018-10-26 03:00:00,26.0,15.7,53.0,,,140.0,3.6,,1016.8,,
2018-10-26 12:00:00,28.2,17.4,52.0,,,50.0,3.6,,1013.0,,
2018-10-27 03:00:00,26.2,17.6,59.0,,,140.0,3.6,,1016.8,,
2018-10-28 03:00:00,24.2,18.4,70.0,,,50.0,3.6,,1016.2,,
2018-10-29 03:00:00,25.0,20.7,77.0,,,50.0,3.6,,1015.2,,
2018-10-29 12:00:00,26.6,21.4,73.0,,,20.0,3.6,,1012.5,,
2018-10-30 12:00:00,27.6,22.5,74.0,,,50.0,3.6,,1010.1,,
2018-10-31 03:00:00,23.8,20.5,82.0,,,90.0,3.6,,1014.3,,
2018-10-31 12:00:00,27.8,23.6,78.0,,,70.0,3.6,,1010.1,,
2018-11-01 03:00:00,23.6,20.3,82.0,,,70.0,3.6,,1013.7,,
2018-11-02 03:00:00,24.2,19.5,75.0,,,90.0,3.6,,1014.0,,
2018-11-03 03:00:00,24.6,21.9,85.0,,,110.0,3.6,,1015.2,,
2018-11-03 12:00:00,28.0,18.7,57.0,,,50.0,3.6,,1010.1,,
2018-11-04 12:00:00,29.8,17.3,47.0,,,140.0,3.6,,1010.6,,
2018-11-05 03:00:00,24.8,20.5,77.0,,,180.0,3.6,,1015.4,,
2018-11-05 12:00:00,29.6,18.1,50.0,,,140.0,3.6,,1010.0,,
2018-11-06 03:00:00,25.8,20.1,71.0,,,140.0,3.6,,1014.9,,
2018-11-06 12:00:00,30.0,15.7,42.0,,,50.0,3.6,,1010.6,,
2018-11-07 03:00:00,26.4,18.0,60.0,,,230.0,3.6,,1015.7,,
2018-11-07 12:00:00,30.0,15.7,42.0,,,140.0,3.6,,1010.6,,
2018-11-08 03:00:00,24.6,18.5,69.0,,,200.0,3.6,,1015.2,,
2018-11-08 12:00:00,29.8,14.4,39.0,,,90.0,3.6,,1010.6,,
2018-11-09 03:00:00,25.0,17.0,61.0,,,180.0,3.6,,1014.6,,
2018-11-10 03:00:00,24.6,17.1,63.0,,,160.0,3.6,,1013.4,,
2018-11-10 12:00:00,28.8,10.0,31.0,,,70.0,3.6,,1010.3,,
2018-11-12 12:00:00,26.0,6.1,28.0,,,50.0,3.6,,1010.6,,
2018-11-13 03:00:00,24.0,8.8,38.0,,,50.0,3.6,,1013.7,,
2018-11-16 03:00:00,24.8,15.7,57.0,,,140.0,3.6,,1015.2,,
2018-11-17 12:00:00,30.0,17.8,48.0,,,140.0,3.6,,1008.5,,
2018-11-18 03:00:00,25.6,20.0,71.0,,,140.0,3.6,,1014.6,,
2018-11-18 12:00:00,29.8,19.2,53.0,,,50.0,3.6,,1009.6,,
2018-11-23 03:00:00,22.0,15.6,67.0,,,110.0,3.6,,1019.7,,
2018-11-23 12:00:00,27.6,9.4,32.0,,,50.0,3.6,,1014.4,,
2018-11-24 03:00:00,24.4,12.4,47.0,,,140.0,3.6,,1018.7,,
2018-11-24 12:00:00,26.8,12.1,40.0,,,50.0,3.6,,1014.7,,
2018-11-25 03:00:00,24.2,11.2,44.0,,,160.0,3.6,,1018.3,,
2018-11-25 12:00:00,27.0,11.1,37.0,,,300.0,3.6,,1013.5,,
2018-11-26 12:00:00,29.0,8.7,28.0,,,50.0,3.6,,1010.9,,
2018-11-27 03:00:00,22.8,12.1,51.0,,,70.0,3.6,,1017.3,,
2018-11-28 12:00:00,26.2,10.4,37.0,,,90.0,3.6,,1012.9,,
2018-11-29 03:00:00,21.0,13.2,61.0,,,140.0,3.6,,1018.8,,
2018-11-30 03:00:00,21.6,12.2,55.0,,,50.0,3.6,,1019.1,,
2018-11-30 12:00:00,26.2,10.0,36.0,,,50.0,3.6,,1013.5,,
2018-12-05 03:00:00,23.2,18.9,77.0,,,160.0,3.6,,1015.8,,
2018-12-08 03:00:00,23.8,20.5,82.0,,,140.0,3.6,,1015.4,,
2018-12-09 03:00:00,22.2,20.5,90.0,,,250.0,3.6,,1015.1,,
2018-12-10 03:00:00,22.4,19.9,86.0,,,230.0,3.6,,1015.1,,
2018-12-11 12:00:00,27.2,17.7,56.0,,,50.0,3.6,,1010.5,,
2018-12-12 03:00:00,22.2,19.7,86.0,,,140.0,3.6,,1015.7,,
2018-12-13 03:00:00,20.0,19.3,96.0,,,70.0,3.6,,1017.5,,
2018-12-14 03:00:00,20.0,19.7,98.0,,,50.0,3.6,,1018.6,,
2018-12-14 12:00:00,22.8,16.1,66.0,,,50.0,3.6,,1015.1,,
2018-12-15 03:00:00,19.2,15.3,78.0,,,70.0,3.6,,1018.8,,
2018-12-16 03:00:00,19.8,11.6,59.0,,,50.0,3.6,,1018.6,,
2018-12-17 03:00:00,19.2,11.5,61.0,,,250.0,3.6,,1015.7,,
2018-12-17 12:00:00,17.8,15.8,88.0,,,20.0,3.6,,1013.9,,
2018-12-19 03:00:00,14.0,13.5,97.0,,,50.0,3.6,,1020.7,,
2018-12-21 12:00:00,25.8,15.8,54.0,,,50.0,3.6,,1012.0,,
2018-12-22 03:00:00,21.0,16.2,74.0,,,140.0,3.6,,1016.4,,
2018-12-27 03:00:00,19.0,7.4,47.0,,,300.0,3.6,,1017.8,,
2018-12-27 12:00:00,25.0,10.5,40.0,,,340.0,3.6,,1012.2,,
2018-12-28 12:00:00,21.8,6.1,36.0,,,20.0,3.6,,1013.8,,
